"year","approval_date","brand_name","active_ingredient","application_number","application_type","analysis_category","chart_category","nme_type1_confirmed","sponsor_name","route","dosage_form","review_designation","accelerated_approval","breakthrough_therapy","fast_track","orphan_drug","abbreviated_indication","approved_use","indication","indication_source","pharm_class_moa","pharm_class_epc","match_score","match_reason","validation_status","fda_source_url","comments","sponsor_name_source","route_source"
"2021","2021-04-22","Jemperli","dostarlimab-gxly","BLA761174","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","GlaxoSmithKline","Injection","Injectable","Priority","Yes","Yes","No","No","","JEMPERLI is indicated for the treatment of adult patients with mismatch repair deficient (dMMR) recurrent or advanced endometrial cancer (EC), as determined by an FDA-approved test, that has progressed on or following prior treatment with a platinum-containing regimen. This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","JEMPERLI is indicated for the treatment of adult patients with mismatch repair deficient (dMMR) recurrent or advanced endometrial cancer (EC), as determined by an FDA-approved test, that has progressed on or following prior treatment with a platinum-containing regimen. This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","FDA compilation: Approved Use(s)","Programmed Death Receptor-1-directed Antibody Interactions [MoA]","Programmed Death Receptor-1 Blocking Antibody [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","GlaxoSmithKline, LLC","Injection"
"2021","2021-04-23","Zynlonta","loncastuximab tesirine-lpyl","BLA761196","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","ADC Therapeutics","Injection","Injectable","Priority","Yes","No","No","Yes","","ZYNLONTA is indicated for the treatment of adult patients with relapsed or refractory large B cell lymphoma after two or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, DLBCL arising from low grade lymphoma, and high-grade B-cell lymphoma. This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","ZYNLONTA is indicated for the treatment of adult patients with relapsed or refractory large B cell lymphoma after two or more lines of systemic therapy, including diffuse large B-cell lymphoma (DLBCL) not otherwise specified, DLBCL arising from low grade lymphoma, and high-grade B-cell lymphoma. This indication is approved under accelerated approval based on overall response rate. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","ADC Therapeutics S.A.","Injection"
"2021","2021-05-14","Empaveli","pegcetacoplan","NDA215014","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Apellis Pharmaceuticals","Injection","Injectable","Priority","No","No","Yes","Yes","","EMPAVELI is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).","EMPAVELI is indicated for the treatment of adult patients with paroxysmal nocturnal hemoglobinuria (PNH).","FDA compilation: Approved Use(s)","Complement Inhibitors [MoA]","Complement Inhibitor [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Apellis Pharmaceuticals, Inc.","Injection"
"2021","2021-05-21","Rybrevant","amivantamab-vmjw","BLA761210","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Janssen","Injection","Injectable","Priority","Yes","Yes","No","No","","RYBREVANT is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials.","RYBREVANT is indicated for the treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with epidermal growth factor receptor (EGFR) exon 20 insertion mutations, as detected by an FDA-approved test, whose disease has progressed on or after platinum-based chemotherapy. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials.","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Janssen Biotech, Inc.","Injection"
"2021","2021-05-26","Pylarify","piflufolastat F 18","NDA214793","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Progenics Pharmaceuticals","Injection","Injectable","Priority","No","No","No","No","","PYLARIFY is indicated for positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with prostate cancer: - with suspected metastasis who are candidates for initial definitive therapy. - with suspected recurrence based on elevated serum prostate-specific antigen (PSA) level.","PYLARIFY is indicated for positron emission tomography (PET) of prostate-specific membrane antigen (PSMA) positive lesions in men with prostate cancer: - with suspected metastasis who are candidates for initial definitive therapy. - with suspected recurrence based on elevated serum prostate-specific antigen (PSA) level.","FDA compilation: Approved Use(s)","Positron Emitting Activity [MoA]","Radioactive Diagnostic Agent [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Progenics Pharmaceuticals, Inc.","Injection"
"2021","2021-05-28","Lumakras","sotorasib","NDA214665","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Amgen","Oral","Tablet","Priority","Yes","Yes","Yes","Yes","","LUMAKRAS is indicated for the treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy. This indication is approved under accelerated approval based on overall response rate (ORR) and duration of response (DOR). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","LUMAKRAS is indicated for the treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy. This indication is approved under accelerated approval based on overall response rate (ORR) and duration of response (DOR). Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Amgen, Inc.","Oral"
"2021","2021-05-28","Lybalvi","olanzapine and samidorphan","NDA213378","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Alkermes","Oral","Tablet","Standard","No","No","No","No","","LYBALVI is indicated for treatment of: - schizophrenia in adults - bipolar I disorder in adults -- Acute treatment of manic or mixed episodes as monotherapy and as adjunct to lithium or valproate -- Maintenance monotherapy treatment","LYBALVI is indicated for treatment of: - schizophrenia in adults - bipolar I disorder in adults -- Acute treatment of manic or mixed episodes as monotherapy and as adjunct to lithium or valproate -- Maintenance monotherapy treatment","FDA compilation: Approved Use(s)","","Atypical Antipsychotic [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Alkermes, Inc.","Oral"
"2021","2021-05-28","Truseltiq","infigratinib","NDA214622","NDA novel drug","NDA novel drug","NME/NDA","TRUE","QED Therapeutics","Oral","Capsule","Priority","Yes","No","Yes","Yes","","TRUSELTIQ is indicated for the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","TRUSELTIQ is indicated for the treatment of adults with previously treated, unresectable locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or other rearrangement as detected by an FDA-approved test. This indication is approved under accelerated approval based on overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","QED Therapeutics, Inc.","Oral"
"2021","2021-06-01","Brexafemme","ibrexafungerp","NDA214900","NDA novel drug","NDA novel drug","NME/NDA","TRUE","Scynexis","Oral","Tablet","Priority","No","No","Yes","No","","BREXAFEMME is indicated for the treatment of adult and post-menarchal pediatric females with vulvovaginal candidiasis (VVC).","BREXAFEMME is indicated for the treatment of adult and post-menarchal pediatric females with vulvovaginal candidiasis (VVC).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Scynexis, Inc.","Oral"
"2021","2021-06-07","Aduhelm","aducanumab-avwa","BLA761178","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Biogen","Injection","Injectable","Priority","Yes","No","Yes","No","","ADUHELM is indicated for the treatment of Alzheimer’s disease. This indication is approved under accelerated approval based on reduction in amyloid beta plaques observed in patients treated with ADUHELM. Continued approval for this indication may be contingent upon verification of clinical benefit in confirmatory trial(s).","ADUHELM is indicated for the treatment of Alzheimer’s disease. This indication is approved under accelerated approval based on reduction in amyloid beta plaques observed in patients treated with ADUHELM. Continued approval for this indication may be contingent upon verification of clinical benefit in confirmatory trial(s).","FDA compilation: Approved Use(s)","","","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Biogen, Inc.","Injection"
"2021","2021-06-30","Rylaze","asparaginase erwinia chrysanthemi (recombinant)-rywn","BLA761179","BLA novel biologic","BLA novel biologic","Biologic (BLA)","","Jazz Pharmaceuticals","Injection","Injectable","Standard","No","No","Yes","Yes","","RYLAZE is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL) in adult and pediatric patients 1 month or older who have developed hypersensitivity to E. coli-derived asparaginase.","RYLAZE is indicated as a component of a multi-agent chemotherapeutic regimen for the treatment of acute lymphoblastic leukemia (ALL) and lymphoblastic lymphoma (LBL) in adult and pediatric patients 1 month or older who have developed hypersensitivity to E. coli-derived asparaginase.","FDA compilation: Approved Use(s)","","Asparagine-specific Enzyme [EPC]","","FDA compilation workbook (2025 Compilation)","FDA_COMPILATION","https://www.fda.gov/drugs/drug-approvals-and-databases/compilation-cder-new-molecular-entity-nme-drug-and-new-biologic-approvals","","Jazz Pharmaceuticals Ireland Limited","Injection"
